"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SHKBP1",5.13257430196494,5.09701849265161,95.7472012239745,7.55059321608975e-274,3.58929553797063e-273,617.548417125994
"SF3A2",5.72573533990188,5.64837112096362,95.741584328394,7.7188562676177e-274,3.66659789127839e-273,617.524955190796
"RHBDD3",4.85679756725902,4.84658321022918,95.7382161767763,7.82155215763385e-274,3.71402186000698e-273,617.504352543009
"SIL1",6.48808834451739,6.39835461770574,95.7417090898247,7.71507832774191e-274,3.66614424597088e-273,617.495012211119
"UBL4A",5.33934119921344,5.2230640442402,95.7131813866953,8.62904940878722e-274,4.09296803038421e-273,617.4175126756
"MRPL14",5.87166388257785,5.87512557069783,95.7144118427409,8.58747512148353e-274,4.07622585536208e-273,617.414725295994
"ZNF622",4.96304976715636,4.97333437273154,95.7138865622677,8.6051985247896e-274,4.08314626384518e-273,617.413217284666
"FAM177A1",5.80197456795988,5.71946275300526,95.7052898207308,8.90052634715248e-274,4.22019480359508e-273,617.381021942486
"ZNF655",4.91640098933049,4.89999927027343,95.6605762059422,1.0608601268624e-273,5.02824469619053e-273,617.20283677712
"FGA",13.53710261392,13.4528447274388,96.1691625195041,1.44669754615903e-274,6.98188815755012e-274,617.072944138353
"BET1",4.53126757356988,4.51825738490262,95.6185739378249,1.25114365855122e-273,5.92798347085179e-273,617.014288334363
"COX7B",7.16737803944505,7.07401566963648,95.5778219626533,1.46842258941871e-273,6.95492493390983e-273,616.801802896605
"BMPR2",5.32363750277599,5.44965576468746,95.5412869549042,1.69520318190044e-273,8.02610416454284e-273,616.743607351439
"HECTD3",5.03443549240738,5.14701432671154,95.5315775650936,1.76116812341896e-273,8.33538280570047e-273,616.700780415223
"CLIP1",5.99820824280749,5.94026632312243,95.5283681712188,1.78353356579637e-273,8.43816044407921e-273,616.681520648391
"PCMTD2",5.45672897055895,5.45212157723736,95.5161715315807,1.87115699760246e-273,8.83983846048132e-273,616.644856688276
"KLHL7",3.89680263154053,3.89472641700031,95.517491028738,1.86147293016652e-273,8.79728855315598e-273,616.529068645919
"ARFGEF2",6.02458999349154,5.91334170489771,95.4814294841086,2.14513541427871e-273,1.01268170211696e-272,616.496342882881
"ZNF326",4.13329250154724,4.31176201346289,95.490364901137,2.07104637697076e-273,9.78061065371608e-273,616.464464931611
"PDCD7",3.59155004626108,3.5620683817211,95.5189989737753,1.85046730540097e-273,8.74845973616398e-273,616.460940931343
"NOSIP",5.33519631007993,5.31603548895923,95.4671108273329,2.26944067617335e-273,1.07058576322061e-272,616.452518107502
"FBXO42",4.15126869977778,4.17913078444615,95.4769446213301,2.18331780704666e-273,1.03033242587627e-272,616.414724946642
"CD81",8.75300921985723,9.0643856507989,95.5206380052491,1.8385789218768e-273,8.69542041457172e-273,616.341973139208
"SNRPB2",5.26703632670546,5.28162044091565,95.431409208607,2.61174912002676e-273,1.23027877482e-272,616.311736410302
"PACSIN2",6.32604151550995,6.24572205505211,95.4365883038171,2.55905307871921e-273,1.206331119177e-272,616.30741873771
"BCL2L1",6.47860934318848,6.5371892587643,95.4282186440859,2.64475241530698e-273,1.24492205935454e-272,616.266606967893
"LANCL2",4.47150526910561,4.45715139313232,95.4290065464539,2.63656365951472e-273,1.24151748535597e-272,616.265510818529
"SMG5",7.02029991851719,6.72142048024693,95.4353783834547,2.57126751387859e-273,1.21164917281354e-272,616.256764748359
"GOT2",7.91587562355492,8.02366926366647,95.4438635253024,2.48682459917614e-273,1.17270846294483e-272,616.184829093073
"VDAC3",6.31302533408298,6.1556498141651,95.3222805040346,4.01382058996803e-273,1.88799304606718e-272,615.858978249139
"STAU2",5.2475182873007,5.10186943895343,95.3112975009804,4.19132560946102e-273,1.97077283454273e-272,615.839482929956
"BPTF",4.93115901007002,4.98858517817418,95.3107427104349,4.200497953066e-273,1.97437086197858e-272,615.830198575433
"SF3B4",6.31945151285279,6.0864272718003,95.3055549533255,4.2872468421902e-273,2.01441659694371e-272,615.79290789936
"UIMC1",3.82477405761817,3.83667102653661,95.3239874748007,3.98691769849985e-273,1.87601812139194e-272,615.755150292066
"DCP2",4.83321563981261,4.68718701755298,95.2850776816595,4.64756198739989e-273,2.18213620861758e-272,615.725045973668
"HNMT",6.88165867284215,6.96837389739275,95.2826699931018,4.69187449473365e-273,2.20214579194456e-272,615.668379742762
"DEDD2",4.34439265191376,4.43517935511081,95.2673210297383,4.98449502016039e-273,2.33864294894592e-272,615.616630028907
"TAGLN2",8.34490863074721,8.24991042636612,95.3048695040169,4.29884235205775e-273,2.01913438069345e-272,615.572480460502
"RBM3",7.19708942898366,6.91676243611051,95.2483701001425,5.3711496203862e-273,2.51914482195578e-272,615.505907422554
"AGFG2",6.3931462237448,6.38419766186372,95.2246600620146,5.89752506006315e-273,2.76502375288954e-272,615.47118137586
"VHL",4.81647957907908,4.85745971009425,95.1954412990124,6.61787533643222e-273,3.10051756833497e-272,615.371521933023
"SERPINB6",5.90371254111529,5.89788591355809,95.1845424341859,6.90861266110701e-273,3.2355626624521e-272,615.333238588561
"VPS37C",3.8070820108537,3.75300489402935,95.1970567204612,6.57583882917552e-273,3.08193500088425e-272,615.252877894028
"EHMT1",4.68986051843214,4.81495269962606,95.1641375184197,7.48780338181349e-273,3.50302962966901e-272,615.241379002354
"PI4KA",5.74543264347748,5.68591067273404,95.1551376951198,7.75849904312412e-273,3.62836251613442e-272,615.221726593869
"HEATR3",4.21572802480568,4.17256384149772,95.1655561406465,7.44600659821931e-273,3.48473108796664e-272,615.200754848309
"ZDHHC18",4.85151114215975,4.85863318375451,95.1467208698573,8.02053057571243e-273,3.74955473674505e-272,615.181502555524
"EEF1D",6.06910707400524,5.94064402501887,95.1391559779058,8.2636017342825e-273,3.86040991809809e-272,615.148939984525
"ABHD10",5.20933162782469,5.26477854010413,95.1315650439961,8.51493317916693e-273,3.97496179719054e-272,615.131676109851
"PTAR1",4.68464837638881,4.86216891475015,95.1345704999491,8.41452065380217e-273,3.92949945095033e-272,615.12461381031
"NPEPPS",5.10359719532387,5.11929600689767,95.1253448227112,8.72658327210796e-273,4.07230100448674e-272,615.105646979798
"PLCB3",4.11738809566345,4.04586292199369,95.1394538282185,8.25389315363495e-273,3.85726197863466e-272,615.083599064014
"SCAND1",5.65495333740819,5.80078283708369,95.113326117673,9.15058949759152e-273,4.26556732969207e-272,615.058684870077
"SRM",6.06443123892608,5.92718234831119,95.1141054388125,9.12248030728479e-273,4.25399108620135e-272,615.050489033611
"UCK1",5.10696342542813,5.14288285807639,95.1111275791671,9.23035703151821e-273,4.3012072755051e-272,615.049705654775
"TRRAP",5.17984762193329,5.20752372886825,95.1019781906298,9.56987181992817e-273,4.45621819022614e-272,615.014765037834
"RFNG",6.12382094157982,6.23467269048855,95.0900474699271,1.00314732069674e-272,4.66948897988838e-272,614.953370272956
"ATRN",7.8739556654014,7.68812102890922,95.1247838181523,8.74592943143198e-273,4.07986298584796e-272,614.937907319858
"LSM14B",4.94385114163804,4.90977036951875,95.0723070944937,1.07594473496864e-272,5.00655473774195e-272,614.892021506687
"BTBD10",3.53714562062578,3.51420901101869,95.1029998663029,9.53134694201377e-273,4.43987097331179e-272,614.812729828309
"ATF7",3.95757138031455,4.02358565648272,95.0587111846461,1.13530058184468e-272,5.28085553596591e-272,614.739052521251
"HS1BP3",5.35528508188421,5.32048286131113,95.0147877834506,1.3504329832855e-272,6.27929579446074e-272,614.672694810075
"HLA-C",10.2262010688902,10.0727805454865,95.1684988368504,7.36005034980787e-273,3.44574527371863e-272,614.601161891696
"UAP1",6.91737784172015,6.79643229401113,94.9946996329325,1.46200952961142e-272,6.7956756481974e-272,614.532117543008
"CSTF3",4.25080097547229,4.28799820855845,94.9914157803941,1.48110856956959e-272,6.88198819069776e-272,614.519487413739
"GLRX5",5.94745899970879,6.08866213636344,94.9662749064173,1.63586254289169e-272,7.59561917931154e-272,614.47181200786
"RNF146",4.25960515044846,4.34388925546969,94.9716106986932,1.60171726100762e-272,7.43973607607511e-272,614.442503691068
"MRPS14",4.97362554031621,4.85159008470754,94.955177491433,1.7092332304814e-272,7.93345674205218e-272,614.431063892114
"PON2",7.57237752759644,7.30078581751904,94.9192037701029,1.97053015061179e-272,9.14300645444633e-272,614.168611125548
"SNRNP27",3.86177798775085,3.87225084307206,94.9122346994182,2.02560305412175e-272,9.39518102281399e-272,614.142944142128
"TTC27",4.06949642049505,4.00672409106607,94.886418239856,2.24340715359937e-272,1.04016882198483e-271,614.079127813223
"FXR2",4.61975257947015,4.62314773759459,94.8632607139866,2.45868625192191e-272,1.13957738592826e-271,614.05027978914
"PRMT1",5.49798890411429,5.59421052280187,94.8087245671373,3.05109591466316e-272,1.41364904187408e-271,613.858866224577
"VASP",5.71041726246206,5.76453450209482,94.7822443962142,3.38840713301678e-272,1.56937387433983e-271,613.751265798247
"ABCB10",5.11854805033571,4.92323765250158,94.7681158608399,3.5834235975043e-272,1.65910596295146e-271,613.696295687709
"PIK3R4",4.6886936694297,4.7858116116192,94.7622219109992,3.66806769946857e-272,1.69708568624861e-271,613.655939703554
"SYNJ2BP",5.09791971405184,5.18262538289888,94.7577814374222,3.73315948672738e-272,1.72658626261142e-271,613.655031134246
"POMP",6.69963826802341,6.60991677559916,94.7641492539913,3.64017050135164e-272,1.6847788418052e-271,613.637914782344
"PDE8A",5.02756739865525,5.12813168790787,94.7301029997596,4.16582236306252e-272,1.92600694300794e-271,613.543653268554
"RABGGTB",5.86548946958091,5.8537911244134,94.6855867829935,4.9696202850575e-272,2.29599639423841e-271,613.36532479172
"TNFAIP1",5.56489417814386,5.74736558067289,94.6772622295107,5.13635824751253e-272,2.37134321224477e-271,613.338555866934
"LACTB",5.12980022672312,5.11310169110001,94.6727834207284,5.22837581945313e-272,2.41296790217618e-271,613.319470578816
"XRCC1",4.23521280490837,4.19618840464214,94.6868435787507,4.94492290073278e-272,2.28539906447746e-271,613.315160230641
"BCAR1",5.75821772973609,5.91059488398567,94.6709824859849,5.26584039657028e-272,2.42939499929869e-271,613.310377774337
"RNF213",7.56693576372643,7.3987343755776,94.6841780844182,4.99744972726426e-272,2.30803270298652e-271,613.241778909922
"HSD17B11",7.25472447730325,7.31859208900925,94.6249926304497,6.31935126183792e-272,2.91439683371765e-271,613.042412544252
"BTF3L4",4.75709301005234,4.85062892614259,94.5582977198976,8.23376993042502e-272,3.79595207974546e-271,612.852875695432
"PPP5C",5.1053270313318,5.23729435996863,94.5355908185897,9.0103856447593e-272,4.15104215567538e-271,612.775852698643
"RAB12",4.49675086100584,4.53706567941126,94.5425476988335,8.76494972387927e-272,4.03940390574947e-271,612.772468897118
"CIAPIN1",4.98129736528352,5.04725308040529,94.5312404875331,9.16735271543746e-272,4.22185850054561e-271,612.755183378327
"LZIC",5.09813082954174,5.0855171101368,94.5275761049893,9.30169468240916e-272,4.28069131256016e-271,612.743938900093
"PTDSS1",6.37022265912976,6.36377078063676,94.5291543606085,9.24359310116042e-272,4.25546060279229e-271,612.726803063641
"NDUFA12",5.48286568042175,5.4273703233177,94.5206975538024,9.55922544211689e-272,4.39765004664442e-271,612.719188357418
"COPS7B",4.65007592912909,4.58471166458384,94.5125133812586,9.87496646006779e-272,4.54129565923868e-271,612.665279842808
"TTLL12",5.57106381896575,5.61372157506003,94.4940796784263,1.06249554800075e-271,4.88447068385335e-271,612.613057645139
"RPRD1B",5.60686433946258,5.61677232202423,94.4789153984234,1.12845512516586e-271,5.1858622471794e-271,612.552397483106
"INPPL1",5.82385971492173,5.8001275721019,94.4786243154829,1.12976060269307e-271,5.19002509627695e-271,612.546935444019
"ZBED1",5.77220759192752,5.91904836933651,94.4512122545089,1.25973716395743e-271,5.78508010902233e-271,612.439581021136
"NFRKB",4.43073611303345,4.40023549036968,94.4340624085739,1.34857357303619e-271,6.18866607527244e-271,612.336664320124
"FBXL20",4.05229859909261,4.04588931450342,94.445690150479,1.28768206331223e-271,5.91132094600068e-271,612.334308720622
"TXNL4A",5.44396554360494,5.42297717773335,94.4097796413244,1.48520610391646e-271,6.81327151945004e-271,612.279543089389
"MOCS2",5.94839208336687,5.86062131341077,94.3838973459803,1.64615401812887e-271,7.54894146661003e-271,612.16779807215
"COPS5",5.64256049360007,5.44515581386089,94.3743922265016,1.70955517980413e-271,7.83691956234247e-271,612.137239811266
"EZH1",4.46696737701378,4.35003446656088,94.3642837661796,1.77966902098001e-271,8.15257903896557e-271,612.063343250037
"CSTB",7.15438454564612,6.92506568934208,94.3683943720936,1.75081598455498e-271,8.02323471821296e-271,612.036209289151
"PML",4.85939562515046,4.81115662792965,94.3404058499914,1.95695295309759e-271,8.95838843915348e-271,611.994193478148
"TNRC18",6.72242057645315,6.64641790625554,94.3418442441513,1.94578910665556e-271,8.91042423418043e-271,611.964408935959
"EEF2K",4.66286310472395,4.61498196005093,94.3238615352454,2.09006976908846e-271,9.56438903846084e-271,611.918137050808
"JUND",7.48534045330681,7.64567127383412,94.2990207518901,2.30718278611259e-271,1.05542031853625e-270,611.726676653262
"THAP5",4.57314319775838,4.62370064391167,94.2716771003681,2.57240760061177e-271,1.17633301088539e-270,611.704309065382
"ZNF574",3.72456275705301,3.8092760854053,94.2648891909997,2.64285423361376e-271,1.2081220672982e-270,611.552720388075
"MRPL11",5.30243099717013,5.32816621091351,94.220941292848,3.14817798415626e-271,1.43810719241074e-270,611.529742837879
"DKC1",5.3334692249758,5.31609934156088,94.2151413134045,3.22173552613698e-271,1.47119125449863e-270,611.506875333834
"MEAF6",5.56674802354802,5.57449166419932,94.2113832828357,3.27031364565006e-271,1.49284932569621e-270,611.491067068304
"FKBP9",5.41258838510902,5.35963295803961,94.201647893286,3.39960049503724e-271,1.55132156110501e-270,611.453150804799
"CDC42EP4",5.5697999066483,5.64259460588912,94.1955848162512,3.48269529317136e-271,1.58812372796406e-270,611.42822781824
"SOS2",4.39004291152417,4.44727858882586,94.1988313997891,3.43795059066825e-271,1.56827061190757e-270,611.398899208755
"BUD13",3.73162406023314,3.7282017768475,94.2237535553308,3.11312023316038e-271,1.4225929791715e-270,611.391267829473
"CSGALNACT2",4.05989161186525,4.02716027504125,94.1796104820736,3.71150466654106e-271,1.69186771163105e-270,611.280480105819
"PIGK",4.66053530988957,4.78909245764339,94.1147643469739,4.80588734472284e-271,2.18996698055844e-270,611.087148134831
"YIF1B",5.7555100499788,5.69964145678192,94.1093791884017,4.91016850128593e-271,2.23670144953351e-270,611.082284389204
"NFKB2",6.28852504841229,6.06553510401761,94.1019404396703,5.05795770195408e-271,2.30321517094241e-270,611.034772549067
"QSER1",4.3803932995264,4.34380134816475,94.0861318455047,5.38701149261521e-271,2.45047699665827e-270,610.94990568286
"DDX51",4.13645265340075,4.11265982997833,94.0931601858024,5.23814786901222e-271,2.3835958785866e-270,610.947801381143
"SMARCAL1",4.07343138517202,4.04636690707024,94.0954699112467,5.1901326364905e-271,2.36257457238353e-270,610.947798434456
"FNDC3B",6.43065574267401,6.26950441668813,94.0708914862454,5.72454131526811e-271,2.60310287329786e-270,610.904681268368
"EDEM1",6.2416184524217,6.32193704950728,94.0611311796098,5.95175922047588e-271,2.70453103556054e-270,610.874524084631
"IRAK4",3.56684052094571,3.5707768406735,94.0662522265128,5.8314371679779e-271,2.65078314667585e-270,610.724315913095
"TRIOBP",5.73777798414131,5.78874226609431,94.0078128902385,7.36240896206734e-271,3.34320297868422e-270,610.678343052406
"INTS4",3.9111155073591,3.84235746215014,94.0295992146906,6.74946069654237e-271,3.06594075082182e-270,610.657956006299
"TNFRSF14",5.83692413044322,5.79264127025157,93.9925201766363,7.82570729702103e-271,3.55234046369843e-270,610.61509790957
"CLOCK",4.5131230576658,4.59681964082141,93.9836413455304,8.10799052175775e-271,3.67919192543913e-270,610.554373244352
"EBNA1BP2",5.5439565294071,5.57543100964576,93.9654667045288,8.71805078210812e-271,3.95187872625613e-270,610.512728270107
"FAM98C",4.09397797376948,4.04300961470385,93.9823110548798,8.15115464834478e-271,3.69748674181116e-270,610.500655299755
"LMBR1L",3.96485724938989,3.99274563517025,93.9674994727355,8.64759350237148e-271,3.92130924634422e-270,610.421017067427
"ACO1",7.26415500837585,7.33308365489663,93.9499505616561,9.27515982788891e-271,4.20148240965445e-270,610.363360054759
"LYRM2",4.5890413503105,4.56448625608237,93.9279514592854,1.01267615792959e-270,4.58404505508247e-270,610.338309392958
"ACAD10",5.4414730911828,5.49759451782543,93.9166386609817,1.0594770905724e-270,4.79422612378529e-270,610.318565515299
"KLHDC10",5.95232362615714,5.92830911351116,93.9118305837575,1.08001896859835e-270,4.88547765419253e-270,610.290437829533
"KIDINS220",5.28122419334744,5.27175995308739,93.88550067058,1.19979945197103e-270,5.42541625443865e-270,610.194211772524
